code,companyName,listedDate,type,floor,shortName,companyNameEng,isin,status,indexCode
BHV,Công ty Cổ phần Bá Hiến,2017-05-12,STOCK,UPCOM,CTCP Bá Hiến,Ba Hien Joint Stock Company,VN000000BHV3,listed,
SPH,Công ty Cổ phần xuất nhập khẩu thủy sản Hà Nội,2014-05-20,STOCK,UPCOM,Thủy sản Hà Nội,Ha Noi seaproducts import export joint stock company,VN000000SPH9,listed,
TDN,Công ty Cổ phần Than Đèo Nai - VINACOMIN ,2008-11-21,STOCK,HNX,Than Đèo Nai,Vinacomin-DeoNai Coal Joint Stock Company,VN000000TDN1,listed,
TDW,Công ty Cổ phần Cấp nước Thủ Đức,2010-11-11,STOCK,HOSE,Cấp nc Thủ Đức,Thu Duc Water Supply Joint Stock Company,VN000000TDW2,listed,
PJS,Công ty Cổ phần cấp nước Phú Hòa Tân,2011-12-05,STOCK,UPCOM,Cấp nc Phú Hòa Tân,Phu Hoa Tan water supply joint stock company,VN000000PJS5,listed,
HOT,Công ty Cổ phần Du lịch-Dịch vụ Hội An,2011-07-21,STOCK,HOSE,Du lịch DV Hội An,Hoi An Tourist Service Joint Stock Company,VN000000HOT0,listed,
ICC,Công ty cổ phần Xây dựng Công nghiệp,2016-06-01,STOCK,UPCOM,CTCP XD C.nghiệp,Industrial Construction Joint Stock Company,VN000000ICC9,listed,
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2 ,2009-08-14,STOCK,HOSE,Đô thị C.nghiệp 2,Industrial Urban Development Joint Stock Company No. 2,VN000000D2D0,listed,
DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng (DDN),2009-06-24,STOCK,UPCOM,T.bị y tế Đà Nẵng,Danang Pharmaceutical Medical Equipment Joint Stock Company,VN000000DDN5,listed,
TLT,Công ty Cổ phần Viglacera Thăng Long,2013-06-19,STOCK,UPCOM,Viglacera Th.Long,Viglacera Thanglong Tiles JSC,VN000000TLT1,listed,
TCI,Công ty cổ phần Chứng khoán Thành Công,2018-09-05,STOCK,UPCOM,CK Thành Công,ThanhCong Securities Company,VN000000TCI3,listed,
PAN,Công ty Cổ phần Tập đoàn PAN,2010-12-15,STOCK,HOSE,CTCP Tập đoàn PAN,Pan Pacific Corporation,VN000000PAN5,listed,
VIS,Công ty Cổ phần Thép Việt Ý,2006-12-25,STOCK,HOSE,Thép Việt Ý,Vietnam - Itaty Steel JSC,VN000000VIS5,listed,
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,2006-12-26,STOCK,HOSE,DV Ô tô Hàng Xanh,Hang Xanh Motors Service JSC,VN000000HAX1,listed,
MPC,Công ty cổ phần Tập đoàn Thủy sản Minh Phú,2017-10-16,STOCK,UPCOM,Thủy sản Minh Phú,Minh Phu Seafood Joint Stock Company,VN000000MPC3,listed,
TCO,Công ty Cổ phần Vận tải đa phương thức Duyên Hải ,2012-02-27,STOCK,HOSE,V.tải Duyên Hải,Duyen Hai Multi Modal Transport Joint Stock Company,VN000000TCO1,listed,
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin ,2006-12-27,STOCK,HNX,Than Núi Béo,Vinacomin - Nui Beo Coal Joint Stock Company,VN000000NBC1,listed,HNX30
PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn ,2006-12-29,STOCK,HNX,V.tải Petro SG,Sai Gon Petrolimex Transportation and Service Joint Stock Company,VN000000PSC0,listed,
LGC,Công ty Cổ phần đầu tư cầu đường CII,2006-12-27,STOCK,HOSE,Cầu đường CII,CII Bridges and Roads Investment Joint Stock Company,VN000000LGC4,listed,
SFN,Công ty Cổ phần Dệt lưới Sài Gòn ,2009-06-12,STOCK,HNX,Dệt lưới Sài Gòn,Saigon Fishing Net Joint Stock Company,VN000000SFN8,listed,
SJD,Công ty Cổ phần Thủy Điện Cần Đơn,2006-12-25,STOCK,HOSE,Th.Điện Cần Đơn,Can Don Hydro Power Joint Stocks Company,VN000000SJD1,listed,
HDM,Công ty Cổ phần Dệt - May Huế ,2010-01-21,STOCK,UPCOM,Dệt - May Huế,Hue Textile Garment Joint Stock Company,VN000000HDM8,listed,
BVN,Công ty Cổ phần Bông Việt Nam ,2011-10-11,STOCK,UPCOM,CTCP Bông Việt Nam,VietNam Cotton Joint Stock Company,VN000000BVN1,listed,
GTA,Công ty Cổ phần chế biến gỗ Thuận An,2007-07-23,STOCK,HOSE,Gỗ Thuận An,Thuan An Wood Processing Joint Stock Company,VN000000GTA1,listed,
FDG,Công ty Cổ phần DOCIMEXCO,2016-08-19,STOCK,UPCOM,DOCIMEXCO,DongThap Trading Corporation,VN000000FDG4,listed,
CTD,Công ty Cổ phần Xây dựng Coteccons,2010-01-20,STOCK,HOSE,Xây dựng Coteccons,Coteccons Construction Joint Stock Company,VN000000CTD4,listed,
X26,Công ty cổ phần 26,2018-07-09,STOCK,UPCOM,Công ty Cổ phần 26,26 Joint Stock Company,VN000000X263,listed,
VKD,Công ty Cổ phần Nước khoáng Khánh Hòa - FIT Beverage,2010-04-12,STOCK,UPCOM,Nước khoáng Kh.Hòa,Khanh Hoa Mineral Water Joint Stock Company,VN000000VKD3,listed,
CNN,"Công ty cổ phần Tư vấn công nghệ, thiết bị và kiểm định xây dựng - CONINCO",2016-06-01,STOCK,UPCOM,Tư vấn XD CONINCO,Consultant and Inspection Joint stock company of Construction Technology and Equipment - CONINCO,VN000000CNN6,listed,
LM3,Công ty Cổ phần Lilama 3 ,2015-06-01,STOCK,UPCOM,CTCP Lilama 3,Lilama 3 Joint Stock Company,VN000000LM39,listed,
PAI,"Công ty Cổ phần Công nghệ Thông tin, Viễn thông và Tự động hóa Dầu Khí",2017-01-23,STOCK,UPCOM,Tự động hóa D.khí,Petroleum Information Technology Telecom and Automation Joint Stock Company,VN000000PAI5,listed,
HCB,Công ty cổ phần Dệt may 29/3,2019-12-18,STOCK,UPCOM,Dệt may 29/3,March 29 Textile – Garment Joint Stock Company,VN000000HCB3,listed,
VNP,Công ty Cổ phần nhựa Việt Nam ,2015-08-18,STOCK,UPCOM,Nhựa Việt Nam,Vietnam plastic joint stock corporation,VN000000VNP1,listed,
C92,Công ty Cổ phần Xây dựng và Đầu tư 492,2007-11-19,STOCK,HNX,Xây dựng 492,Construction and Investment Joint Stock Company No 492,VN000000C929,listed,
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty cổ phần,2020-03-17,STOCK,HOSE,Cao su Việt Nam,Viet Nam Rubber Group - Joint Stock Company,VN000000GVR1,listed,
DCS,Công ty Cổ phần Tập đoàn Đại Châu,2019-05-31,STOCK,UPCOM,Tập đoàn Đại Châu,Dai Chau Group Joint Stock Company,VN000000DCS6,listed,
MIC,Công ty Cổ phần Kỹ nghệ khoáng sản Quảng Nam,2015-01-12,STOCK,UPCOM,Kỹ nghệ Quảng Nam,Quang Nam Mineral Industry Corporation,VN000000MIC8,listed,
ORS,Công ty Cổ phần Chứng khoán Tiên Phong,2019-04-17,STOCK,UPCOM,CK Tiên Phong,Tien Phong Securites Corporation,VN000000ORS1,listed,
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,2008-01-18,STOCK,HOSE,Viễn thông SG,Sai Gon Telecommunication And Technologies Corporation,VN000000SGT3,listed,
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,2017-01-19,STOCK,HOSE,TCT Bia Hà Nội,Hanoi Beer Alcohol And Beverage Joint Stock Corporation,VN000000BHN0,listed,
X20,Công ty cổ phần X20,2018-02-05,STOCK,HNX,CTCP X20,X20 Joint Stock Company,VN000000X206,listed,
PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,2020-06-17,STOCK,UPCOM,Xây lắp D.khí VN,Petro Vietnam Construction Joint Stock Corporation,VN000000PVX0,listed,
ONE,Công ty Cổ phần Truyền thông số 1,2008-06-25,STOCK,HNX,Truyền thông số 1,ONE Corporation,VN000000ONE0,listed,
TV4,Công ty Cổ phần Tư vấn xây dựng điện 4,2008-07-22,STOCK,HNX,Xây dựng điện 4,Power Engineering Consulting Joint Stock Company 4,VN000000TV48,listed,
CNT,Công ty Cổ phần Xây dựng và Kinh doanh vật tư ,2015-03-17,STOCK,UPCOM,XD K.doanh V.tư,Construction And Materials Trading Joint Stock Company,VN000000CNT3,listed,
QCG,Công ty Cổ phần Quốc Cường Gia Lai ,2010-08-09,STOCK,HOSE,Quốc Cường Gia Lai,Quoc Cuong Gia Lai Joint Stock Company,VN000000QCG3,listed,
DHT,Công ty Cổ phần Dược phẩm Hà Tây ,2008-12-03,STOCK,HNX,Dược phẩm Hà Tây,Ha Tay Pharmaceutical Joint Stock Company,VN000000DHT3,listed,HNX30
BST,Công ty Cổ phần Sách - Thiết bị Bình Thuận ,2008-12-18,STOCK,HNX,Sách Bình Thuận,Binh Thuan Book and Equipment Joint Stock Company,VN000000BST4,listed,
CFC,Công ty Cổ phần Cafico Việt Nam,2009-06-24,STOCK,UPCOM,Cafico Việt Nam,Cafico Vietnam Corporation,VN000000CFC5,listed,
PPP,Công ty Cổ phần Dược phẩm Phong Phú,2011-07-18,STOCK,HNX,Dược Phong Phú,Phong Phu Pharmaceutial Joint Stock Company,VN000000PPP8,listed,
SHS,Công ty Cổ phần Chứng khoán Sài Gòn Hà Nội ,2009-06-25,STOCK,HNX,Chứng khoán SG HN,Sai Gon - Ha Noi Securities Joint Stock Company,VN000000SHS3,listed,HNX30
VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam ,2015-05-29,STOCK,UPCOM,ĐTPT Năng lượng VN,V- Power Investment and Development,VN000000VPC4,listed,
TMX,Công ty Cổ phần Vicem Thương mại xi măng ,2009-11-02,STOCK,HNX,Vicem T.mại X.măng,VICEM Cement Trading Joint Stock Company,VN000000TMX1,listed,
ACE,Công ty Cổ phần Bê tông ly tâm An Giang,2009-11-10,STOCK,UPCOM,Bê tông An Giang,An Giang Centrifugal Concrete Joint Stock Company,VN000000ACE2,listed,
PTP,Công ty Cổ phần Dịch vụ Viễn thông và In bưu điện,2009-12-10,STOCK,UPCOM,V.thông In bưu điện,Post Printing and Tele communication Services Joint Stock Company,VN000000PTP0,listed,
VNX,Công ty Cổ phần Quảng cáo và Hội chợ thương mại,2010-06-10,STOCK,UPCOM,QC & Hội chợ T.mại,Vietnam National Trade Fair & Advertising Company,VN000000VNX5,listed,
BDB,Công ty Cổ phần Sách và Thiết bị Bình Định ,2010-01-29,STOCK,HNX,Sách Bình Định,Binh Đinh Book and Equipment Joint Stock Company,VN000000BDB4,listed,
TAG,Công ty Cổ phần Thế giới số Trần Anh,2018-11-23,STOCK,UPCOM,T.giới số Trần Anh,Tran Anh Digital World Joint Stock Company,VN000000TAG1,listed,
HDG,Công ty Cổ phần Tập đoàn Hà Đô,2010-02-02,STOCK,HOSE,Tập đoàn Hà Đô,Ha Do Joint Stock Company,VN000000HDG0,listed,
TVN,Tổng công ty Thép Việt Nam - CTCP,2016-01-18,STOCK,UPCOM,TCT Thép Việt Nam,VIET NAM STEEL CORPORATION,VN000000TVN3,listed,
VES,Công ty Cổ phần Đầu tư và Xây dựng điện Mê Ca Vneco,2015-03-18,STOCK,UPCOM,XD Điện MêCa Vneco,Meca Vneco Investment And Electricity Construction Joint Stock Company,VN000000VES4,listed,
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,2010-05-07,STOCK,HOSE,BĐS Ninh Vân Bay,Ninh Van Bay Travel Real Estate Joint Stock Company,VN000000NVT3,listed,
DLR,Công ty Cổ phần Địa ốc Đà Lạt ,2019-05-31,STOCK,UPCOM,CTCP Địa ốc Đà Lạt,Dalat Real Estate Joint Stock Company,VN000000DLR9,listed,
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,2020-05-12,STOCK,UPCOM,Du lịch Vinaconex,Vinaconex Investment And Tourism Development Joint Stock Company,VN000000VCR0,listed,
IN4,Công ty Cổ phần In số 4,2010-05-19,STOCK,UPCOM,CTCP In số 4,No 4 Printing Joint Stock Company,VN000000IN41,listed,
HU1,Công ty Cổ phần Đầu tư và Xây dựng HUD1,2011-11-03,STOCK,HOSE,ĐT Xây dựng HUD1,HUD1 Investment And Construction Joint Stock Company,VN000000HU19,listed,
SBA,Công ty Cổ phần Sông Ba,2010-06-01,STOCK,HOSE,CTCP Sông Ba,Song Ba Joint Stock Company,VN000000SBA4,listed,
PXM,Công ty Cổ phần Xây lắp Dầu khí miền Trung ,2014-07-01,STOCK,UPCOM,X.lắp DK M.Trung,Mientrung Petroleum Construction Joint Stock Company,VN000000PXM9,listed,
LDW,Công ty cổ phần Cấp thoát nước Lâm Đồng,2018-03-16,STOCK,UPCOM,Cấp thoát nước Lâm Đồng,Lam Dong Water Supply And Sewerage Company Limited,VN000000LDW9,listed,
VDN,Công ty Cổ phần Vinatex Đà Nẵng,2010-07-15,STOCK,UPCOM,Vinatex Đà Nẵng,DANANG TEXTILE AND GARMENT MANUFACTURING IMPORT EXPORT JOINT STOCK COMPANY,VN000000VDN7,listed,
DTA,Công ty Cổ phần Đệ Tam,2010-07-16,STOCK,HOSE,CTCP Đệ Tam,De Tam Joint Stock Company,VN000000DTA8,listed,
SMT,Công ty Cổ phần Sametel,2010-07-30,STOCK,HNX,CTCP Sametel,Sametel Corporation,VN000000SMT1,listed,
MIM,Công ty Cổ phần Khoáng sản và Cơ khí,2010-08-16,STOCK,HNX,K.sản & Cơ khí,Mineral And Mechanical Joint Stock Company,VN000000MIM7,listed,
TNP,Công ty cổ phần Cảng Thị Nại,2016-12-23,STOCK,UPCOM,Cảng Thị Nại,Thi Nai Port Joint Stock Company,VN000000TNP5,listed,
POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,2010-09-23,STOCK,UPCOM,Dầu khí Vũng Áng,Vung Ang Petroleum Joint Stock Company,VN000000POV9,listed,
PXL,Công ty cổ phần Đầu tư Khu công nghiệp Dầu khí Long Sơn,2016-05-23,STOCK,UPCOM,KCN Dầu khí Long Sơn,Long Son Petroleum Industrial Zone Investment Joint Stock Company,VN000000PXL1,listed,
VAT,Công ty cổ phần VT Vạn Xuân,2010-12-15,STOCK,HNX,VT Vạn Xuân,Van Xuan VT Joint Stock Company,VN000000VAT0,listed,
PV2,Công ty Cổ phần Đầu tư PV2 ,2010-12-16,STOCK,HNX,CTCP Đầu tư PV2,PV2 Investment Joint Stock Company,VN000000PV26,listed,
PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,2015-11-10,STOCK,HNX,T.mại Phúc Thịnh,Phuc Thinh Design Construction Trading Corporation,VN000000PTD6,listed,
TSB,Công ty Cổ phần Ắc quy Tia sáng,2011-01-19,STOCK,HNX,Ắc quy Tia sáng,Tiasang Battery Joint stock compayny,VN000000TSB4,listed,
DLD,Công ty Cổ phần Du lịch Đắc Lắk,2011-04-08,STOCK,UPCOM,Du lịch Đắc Lắk,DakLak Tourist Joint-stock Company,VN000000DLD9,listed,
FBA,Công ty Cổ phần Tập đoàn Quốc tế FBA,2011-02-18,STOCK,UPCOM,TĐ Quốc tế FBA,FBA International Group Corporation,VN000000FBA1,listed,
SEP,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,2017-02-06,STOCK,UPCOM,T.mại Quảng Trị,Quang Tri General Trading Joint Stock Company,VN000000SEP6,listed,
SDV,Công ty Cổ phần Dịch vụ Sonadezi ,2011-04-22,STOCK,UPCOM,DV Sonadezi,Sonadezi Services Joint Stock Company,VN000000SDV6,listed,
ITQ,Công ty Cổ phần Tập đoàn Thiên Quang,2012-10-01,STOCK,HNX,TĐ Thiên Quang,Thien Quang Group Joint Stock Company,VN000000ITQ3,listed,
CDN,Công ty Cổ phần Cảng Đà Nẵng,2016-11-30,STOCK,HNX,Cảng Đà Nẵng,Danang Port Joint Stock Company,VN000000CDN7,listed,
PSE,Công ty Cổ phần Phân Bón và Hóa Chất Dầu Khí Đông Nam Bộ ,2015-03-18,STOCK,HNX,H.chất DK Đ.N.Bộ,South-East PetroVietNam Fertilizer Chemicals Joint Stock Company,VN000000PSE6,listed,
LKW,Công ty Cổ phần Cấp nước Long Khánh,2012-07-04,STOCK,UPCOM,Cấp nc Long Khánh,Long Khanh Water Supply Joint Stock Company,VN000000LKW4,listed,
SNZ,Tổng Công ty Cổ phần Phát triển khu Công Nghiệp,2017-11-20,STOCK,UPCOM,TCT P.triển KCN,Sonadezi Corporation,VN000000SNZ6,listed,
E12,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO12,2019-12-31,STOCK,UPCOM,XÂY DỰNG ĐIỆN VNECO12,VNECO12 ELECTRICITY CONTRUCTION JOINT STOCK COMPANY,VN000000E123,listed,
HU4,Công ty Cổ phần Đầu tư và Xây dựng HUD4,2016-01-29,STOCK,UPCOM,ĐT Xây dựng HUD4,HUD4 Investment and Construction Joint Stock Company,VN000000HU43,listed,
PTK,Công ty Cổ phần Luyện Kim Phú Thịnh,2016-03-15,STOCK,UPCOM,L.Kim Phú Thịnh,Phu Thinh Metallurgy Joint Stock Company,VN000000PTK1,listed,
PDT,Công ty cổ phần Thương mại Dầu khí Đồng Tháp,2018-11-22,STOCK,UPCOM,TM D.khí Đồng Tháp,Dongthap Petroleum Trading Import Export Joint Stock Company,VN000000PDT6,listed,
TVB,Công ty Cổ phần Chứng khoán Trí Việt,2018-06-29,STOCK,HOSE,CK Trí Việt,TRI VIET SECURITIES JOINT STOCK CORPORATION,VN000000TVB8,listed,
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,2013-01-29,STOCK,HNX,C.nghệ Tiến Trung,Tien Trung Investment Construction And Technology Joint Stock Company,VN000000TTZ1,listed,
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,2016-06-06,STOCK,HOSE,KCN Tín Nghĩa,Tin Nghia Industrial Park Devepment Joint Stock Company,VN000000TIP5,listed,
DVC,Công ty Cổ phần Thương mại dịch vụ tổng hợp Cảng Hải Phòng ,2013-12-13,STOCK,UPCOM,DV Cảng H.Phòng,Hai Phong Port Trading and Services Joint Stock Company,VN000000DVC0,listed,
PVB,Công ty Cổ phần Bọc Ống Dầu khí Việt Nam ,2013-12-24,STOCK,HNX,Bọc Ống D.khí VN,PetroVietnam Coating Joint Stock Company,VN000000PVB6,listed,HNX30
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,2017-08-01,STOCK,UPCOM,Du lịch DV Hà Nội,Hanoi Tourist Service Joint - Stock Company,VN000000TSJ7,listed,
PXC,Công ty cổ phần Phát triển Đô thị Dầu khí,2017-02-09,STOCK,UPCOM,P.triển Đô thị DK,PetroVietnam Urban Development Joint Stock Company,VN000000PXC0,listed,
SKG,Công ty Cổ phần Tàu cao tốc Superdong – Kiên Giang ,2014-07-08,STOCK,HOSE,Superdong Kiên Giang,Superdong Fast Ferry Kien Giang Joint Stock Company,VN000000SKG2,listed,
DCF,Công ty Cổ phần Xây dựng và Thiết kế Số 1,2017-01-12,STOCK,UPCOM,XD & Thiết kế Số 1,Design and Construction Joint Stock Company No.1,VN000000DCF3,listed,
BT1,Công ty cổ phần bảo vệ thực vật 1 Trung Ương,2016-11-09,STOCK,UPCOM,B.vệ thực vật 1 TW,Central Plant Protection JSC No.1,VN000000BT18,listed,
KHD,"Công ty cổ phần khai thác, chế biến khoáng sản Hải Dương",2016-12-22,STOCK,UPCOM,K.sản Hải Dương,Hai Duong Mineral Eineal Processing Joint Stock Company,VN000000KHD2,listed,
PBC,Công ty cổ phần Dược phẩm Trung Ương I - Pharbaco,2019-11-26,STOCK,UPCOM,Dược phẩm TW 1,PHARBACO Central Pharmaceutical Joint Stock Company No1,VN000000PBC6,listed,
PTE,Công ty Cổ phần Xi măng Phú Thọ,2015-08-12,STOCK,UPCOM,Xi măng Phú Thọ,PHU THO CEMENT JOINT STOCK COMPANY,VN000000PTE4,listed,
TVM,Công ty cổ phần Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin,2015-12-15,STOCK,UPCOM,Đ.tư Mỏ Vinacomin,Vinacomin Industry Investment Consulting Joint stock Company,VN000000TVM5,listed,
VTH,Công ty Cổ phần Dây Cáp Điện Việt Thái,2014-10-29,STOCK,HNX,Cáp Điện Việt Thái,VIET THAI ELECTRIC CABLE CORPORATION,VN000000VTH5,listed,
EIN,Công ty cổ phần Đầu tư - Thương mại - Dịch vụ Điện lực,2017-03-16,STOCK,UPCOM,Dịch vụ Điện lực,Electricity Investment Service Trade Joint Stock Company,VN000000EIN2,listed,
DCM,Công ty Cổ phần Phân Bón Dầu khí Cà Mau,2015-03-31,STOCK,HOSE,Đạm Cà Mau,PETROVIETNAM CAMAU FERTILIZER JOINT STOCK COMPANY,VN000000DCM9,listed,
SMN,Công ty Cổ phần sách và thiết bị giáo dục miền Nam ,2015-07-14,STOCK,HNX,Sách T.bị M.Nam,SOUTH BOOKS & EDUCATIONAL EQUIPMENT JOINT STOCK COMPANY,VN000000SMN4,listed,
DPS,Công ty Cổ phần Đầu tư Phát triển Sóc Sơn,2015-05-06,STOCK,HNX,ĐTPT Sóc Sơn,SOC SON DEVELOPMENT INVESMENT JOIN STOCK COMPANY,VN000000DPS8,listed,
VMA,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,2015-08-28,STOCK,UPCOM,CN Ô tô Vinacomin,Vinacomin Motor Industry Joint Stock Company,VN000000VMA5,listed,
LAW,Công ty Cổ phần Cấp thoát nước Long An,2015-12-21,STOCK,UPCOM,C.thoát nc Long An,LONG AN WATER SUPPLY SEWERAGE JOINT STOCK COMPANY,VN000000LAW5,listed,
PIS,Tổng công ty PISICO Bình Định - CTCP,2016-01-12,STOCK,UPCOM,PISICO Bình Định,PISICO Binh Dinh Corporation — Joint Stock Company,VN000000PIS7,listed,
HPM,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,2016-01-18,STOCK,HNX,K.sản Hoàng Phúc,HOANG PHUC Mineral Trading and Contruction Joint Stock Company,VN000000HPM2,listed,
ATS,Công ty cổ phần Suất ăn công nghiệp Atesco,2016-03-29,STOCK,HNX,Suất ăn Atesco,Atesco Industrial Catering Joint Stock Company,VN000000ATS6,listed,
G36,Tổng công ty 36 - CTCP,2016-12-26,STOCK,UPCOM,Tổng công ty 36,36 Corporation,VN000000G367,listed,
KIP,Công ty cổ phần K.I.P Việt Nam,2016-04-12,STOCK,UPCOM,K.I.P Việt Nam,Vietnam K.I.P Joint Stock Company,VN000000KIP4,listed,
QSP,Công ty Cổ phần Tân Cảng Quy Nhơn,2016-09-23,STOCK,UPCOM,Tân Cảng Quy Nhơn,QUY NHON NEW PORT JOINT STOCK COMPANY,VN000000QSP0,listed,
MTL,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,2016-05-10,STOCK,UPCOM,Đô thị Từ Liêm,Tu Liem Urban Environment Service Joint Stock Company,VN000000MTL6,listed,
NSG,Công ty Cổ phần Nhựa Sài Gòn,2016-05-19,STOCK,UPCOM,CTCP Nhựa Sài Gòn,Sai Gon Plastic Joint Stock Company,VN000000NSG6,listed,
ATG,Công ty Cổ phần An Trường An,2016-08-22,STOCK,HOSE,An Trường An,An Truong An Joint Stock Company,VN000000ATG1,listed,
BIO,Công ty cổ phần Vắc Xin và Sinh phẩm Nha Trang,2018-08-30,STOCK,UPCOM,Sinh phẩm N.Trang,Nha Trang Vaccines And Biological Products Joint-Stock Company,VN000000BIO6,listed,
VGL,Công ty cổ phần Mạ kẽm công nghiệp Vingal - Vnsteel,2016-08-15,STOCK,UPCOM,Mạ kẽm Vingal,Vingal - Vnsteel Industries Joint Stock Company,VN000000VGL4,listed,
HCD,Công ty cổ phần Đầu tư Sản xuất và Thương mại HCD,2016-07-04,STOCK,HOSE,Đ.tư SX T.mại HCD,HCD INVESTMENT PRODUCING AND TRADING JOINT STOCK COMPANY,VN000000HCD9,listed,
VNB,Công ty cổ phần Sách Việt Nam,2016-07-15,STOCK,UPCOM,Sách Việt Nam,VIET NAM BOOKS JOINT STOCK COMPANY,VN000000VNB1,listed,
